author,book,gutenberg_id,chapter,line,text
Thomas Hobbes,Leviathan,3207,0,24,"there are a number of Greek words, in the Greek alphabet, in the text."
Thomas Hobbes,Leviathan,3207,0,25,"To deal with these within the limits of plain vanilla ASCII, I have done"
Thomas Hobbes,Leviathan,3207,0,26,the following in this E-text.
Thomas Hobbes,Leviathan,3207,0,27,I have restricted my use of full capitalization to those places where
Thomas Hobbes,Leviathan,3207,0,28,"Hobbes used it, except in the chapter headings, which I have fully"
Thomas Hobbes,Leviathan,3207,0,29,"capitalized, where Hobbes used a mixture of full capitalization and"
Thomas Hobbes,Leviathan,3207,0,30,italics.
Thomas Hobbes,Leviathan,3207,0,31,"Where it is clear that the italics are to indicate the text is quoting,"
Thomas Hobbes,Leviathan,3207,0,32,I have introduced quotation marks. Within quotation marks I have
Thomas Hobbes,Leviathan,3207,0,33,retained the capitalization that Hobbes used.
Thomas Hobbes,Leviathan,3207,0,34,"Where italics seem to be used for emphasis, or for proper names, or just"
Thomas Hobbes,Leviathan,3207,0,35,"because, I have capitalized the initial letter of the words. This has"
Thomas Hobbes,Leviathan,3207,0,36,the disadvantage that they are not then distinguished from those that
Thomas Hobbes,Leviathan,3207,0,37,"Hobbes capitalized in plain text, but the extent of his italics would"
Thomas Hobbes,Leviathan,3207,0,38,make the text very ugly if I was to use an underscore or slash.
Thomas Hobbes,Leviathan,3207,0,39,"Where the margin notes are either to introduce the paragraph subject,"
Thomas Hobbes,Leviathan,3207,0,40,"or to show where he introduces word definitions, I have included them as"
Thomas Hobbes,Leviathan,3207,0,41,"headers to the paragraph, again with all words having initial capitals,"
Thomas Hobbes,Leviathan,3207,0,42,and on a shortened line.
Thomas Hobbes,Leviathan,3207,0,43,"For margin references to quotes, I have included them in the text,"
Thomas Hobbes,Leviathan,3207,0,44,in brackets immediately next to the quotation. Where Hobbes included
Thomas Hobbes,Leviathan,3207,0,45,"references in the main text, I have left them as he put them, except to"
Thomas Hobbes,Leviathan,3207,0,46,change his square brackets to round.
Thomas Hobbes,Leviathan,3207,0,47,"For the Greek alphabet, I have simply substituted the nearest ordinary"
Thomas Hobbes,Leviathan,3207,0,48,"letters that I can, and I have used initial capitals for foreign"
Thomas Hobbes,Leviathan,3207,0,49,language words.
Thomas Hobbes,Leviathan,3207,0,50,Neither Thomas Hobbes nor his typesetters seem to have had many
Thomas Hobbes,Leviathan,3207,0,51,inhibitions about spelling and punctuation. I have tried to reproduce
Thomas Hobbes,Leviathan,3207,0,52,"both exactly, with the exception of the introduction of quotation marks."
Thomas Hobbes,Leviathan,3207,0,53,"In preparing the text, I have found that it has much more meaning if"
Thomas Hobbes,Leviathan,3207,0,54,"I read it with sub-vocalization, or aloud, rather than trying to read"
Thomas Hobbes,Leviathan,3207,0,55,silently. Hobbes' use of emphasis and his eccentric punctuation and
Thomas Hobbes,Leviathan,3207,0,56,construction seem then to work.
Thomas Hobbes,Leviathan,3207,0,57,TO MY MOST HONOR'D FRIEND Mr. FRANCIS GODOLPHIN of GODOLPHIN
Thomas Hobbes,Leviathan,3207,0,58,HONOR'D SIR.
Thomas Hobbes,Leviathan,3207,0,59,"Your most worthy Brother Mr SIDNEY GODOLPHIN, when he lived, was pleas'd"
Thomas Hobbes,Leviathan,3207,0,60,"to think my studies something, and otherwise to oblige me, as you know,"
Thomas Hobbes,Leviathan,3207,0,61,"with reall testimonies of his good opinion, great in themselves, and the"
Thomas Hobbes,Leviathan,3207,0,62,greater for the worthinesse of his person. For there is not any vertue
Thomas Hobbes,Leviathan,3207,0,63,"that disposeth a man, either to the service of God, or to the service"
Thomas Hobbes,Leviathan,3207,0,64,"of his Country, to Civill Society, or private Friendship, that did not"
Thomas Hobbes,Leviathan,3207,0,65,"manifestly appear in his conversation, not as acquired by necessity,"
Thomas Hobbes,Leviathan,3207,0,66,"or affected upon occasion, but inhaerent, and shining in a generous"
Thomas Hobbes,Leviathan,3207,0,67,"constitution of his nature. Therefore in honour and gratitude to him,"
Thomas Hobbes,Leviathan,3207,0,68,"and with devotion to your selfe, I humbly Dedicate unto you this my"
Thomas Hobbes,Leviathan,3207,0,69,"discourse of Common-wealth. I know not how the world will receive it,"
Thomas Hobbes,Leviathan,3207,0,70,nor how it may reflect on those that shall seem to favour it. For in a
Thomas Hobbes,Leviathan,3207,0,71,"way beset with those that contend on one side for too great Liberty, and"
Thomas Hobbes,Leviathan,3207,0,72,"on the other side for too much Authority, 'tis hard to passe between the"
Thomas Hobbes,Leviathan,3207,0,73,"points of both unwounded. But yet, me thinks, the endeavour to advance"
Thomas Hobbes,Leviathan,3207,0,74,"the Civill Power, should not be by the Civill Power condemned; nor"
Thomas Hobbes,Leviathan,3207,0,75,"private men, by reprehending it, declare they think that Power too"
Thomas Hobbes,Leviathan,3207,0,76,"great. Besides, I speak not of the men, but (in the Abstract) of the"
Thomas Hobbes,Leviathan,3207,0,77,"Seat of Power, (like to those simple and unpartiall creatures in the"
Thomas Hobbes,Leviathan,3207,0,78,"Roman Capitol, that with their noyse defended those within it, not"
Thomas Hobbes,Leviathan,3207,0,79,"because they were they, but there) offending none, I think, but those"
Thomas Hobbes,Leviathan,3207,0,80,"without, or such within (if there be any such) as favour them. That"
Thomas Hobbes,Leviathan,3207,0,81,"which perhaps may most offend, are certain Texts of Holy Scripture,"
Thomas Hobbes,Leviathan,3207,0,82,alledged by me to other purpose than ordinarily they use to be by
Thomas Hobbes,Leviathan,3207,0,83,"others. But I have done it with due submission, and also (in order to"
Thomas Hobbes,Leviathan,3207,0,84,"my Subject) necessarily; for they are the Outworks of the Enemy, from"
Thomas Hobbes,Leviathan,3207,0,85,"whence they impugne the Civill Power. If notwithstanding this, you find"
Thomas Hobbes,Leviathan,3207,0,86,"my labour generally decryed, you may be pleased to excuse your selfe,"
Thomas Hobbes,Leviathan,3207,0,87,"and say that I am a man that love my own opinions, and think all true I"
Thomas Hobbes,Leviathan,3207,0,88,"say, that I honoured your Brother, and honour you, and have presum'd on"
Thomas Hobbes,Leviathan,3207,0,89,"that, to assume the Title (without your knowledge) of being, as I am,"
Thomas Hobbes,Leviathan,3207,0,90,"Sir,"
Thomas Hobbes,Leviathan,3207,0,91,"Your most humble, and most obedient servant, Thomas Hobbes."
Thomas Hobbes,Leviathan,3207,0,92,Paris APRILL 15/25 1651.
Thomas Hobbes,Leviathan,3207,0,93,CONTENTS OF THE CHAPTERS
Thomas Hobbes,Leviathan,3207,0,94,THE FIRST PART
Thomas Hobbes,Leviathan,3207,0,95,OF MAN
Thomas Hobbes,Leviathan,3207,0,96,INTRODUCTION
Thomas Hobbes,Leviathan,3207,0,97,1. OF SENSE
Thomas Hobbes,Leviathan,3207,0,98,2. OF IMAGINATION
Thomas Hobbes,Leviathan,3207,0,99,3. OF THE CONSEQUENCES OR TRAIN OF IMAGINATIONS
Thomas Hobbes,Leviathan,3207,0,100,4. OF SPEECH
Thomas Hobbes,Leviathan,3207,0,101,5. OF REASON AND SCIENCE
Thomas Hobbes,Leviathan,3207,0,102,"6. OF THE INTERIOUR BEGINNINGS OF VOLUNTARY MOTIONS, COMMONLY CALLED THE"
Thomas Hobbes,Leviathan,3207,0,103,PASSIONS; AND THE SPEECHES BY WHICH THEY ARE EXPRESSED
Thomas Hobbes,Leviathan,3207,0,104,7. OF THE ENDS OR RESOLUTIONS OF DISCOURSE
Thomas Hobbes,Leviathan,3207,0,105,"8. OF THE VERTUES, COMMONLY CALLED INTELLECTUALL, AND THEIR CONTRARY"
Thomas Hobbes,Leviathan,3207,0,106,DEFECTS
Thomas Hobbes,Leviathan,3207,0,107,9. OF THE SEVERALL SUBJECTS OF KNOWLEDGE
Thomas Hobbes,Leviathan,3207,0,108,"10. OF POWER, WORTH, DIGNITY, HONOUR, AND WORTHINESSE"
Thomas Hobbes,Leviathan,3207,0,109,11. OF THE DIFFERENCE OF MANNERS
Thomas Hobbes,Leviathan,3207,0,110,12. OF RELIGION
Thomas Hobbes,Leviathan,3207,0,111,13. OF THE NATURALL CONDITION OF MANKIND AS CONCERNING THEIR FELICITY
Thomas Hobbes,Leviathan,3207,0,112,AND MISERY
Thomas Hobbes,Leviathan,3207,0,113,"14. OF THE FIRST AND SECOND NATURALL LAWES, AND OF CONTRACT"
Thomas Hobbes,Leviathan,3207,0,114,15. OF OTHER LAWES OF NATURE
Thomas Hobbes,Leviathan,3207,0,115,"16. OF PERSONS, AUTHORS, AND THINGS PERSONATED"
Thomas Hobbes,Leviathan,3207,0,116,THE SECOND PART
Thomas Hobbes,Leviathan,3207,0,117,OF COMMON-WEALTH
Thomas Hobbes,Leviathan,3207,0,118,"17. OF THE CAUSES, GENERATION, AND DEFINITION OF A COMMON-WEALTH"
Thomas Hobbes,Leviathan,3207,0,119,18. OF THE RIGHTS OF SOVERAIGNES BY INSTITUTION
Thomas Hobbes,Leviathan,3207,0,120,19. OF SEVERALL KINDS OF COMMON-WEALTH BY INSTITUTION; AND OF SUCCESION
Thomas Hobbes,Leviathan,3207,0,121,TO THE SOVERAIGN POWER
Thomas Hobbes,Leviathan,3207,0,122,"20. OF DOMINION PATERNALL, AND DESPOTICALL"
Thomas Hobbes,Leviathan,3207,0,123,21. OF THE LIBERTY OF SUBJECTS
Thomas Hobbes,Leviathan,3207,0,124,"22. OF SYSTEMES SUBJECT, POLITICALL, AND PRIVATE"
Thomas Hobbes,Leviathan,3207,0,125,23. OF THE PUBLIQUE MINISTERS OF SOVERAIGN POWER
Thomas Hobbes,Leviathan,3207,0,126,"24. OF THE NUTRITION, AND PROCREATION OF A COMMON-WEALTH"
Thomas Hobbes,Leviathan,3207,0,127,25. OF COUNSELL
Thomas Hobbes,Leviathan,3207,0,128,26. OF CIVILL LAWES
Thomas Hobbes,Leviathan,3207,0,129,"27. OF CRIMES, EXCUSES, AND EXTENUATIONS"
Thomas Hobbes,Leviathan,3207,0,130,"28. OF PUNISHMENTS, AND REWARDS"
Thomas Hobbes,Leviathan,3207,0,131,"29. OF THOSE THINGS THAT WEAKEN, OR TEND TO THE DISSOLUTION OF A"
Thomas Hobbes,Leviathan,3207,0,132,COMMON-WEALTH
Thomas Hobbes,Leviathan,3207,0,133,30. OF THE OFFICE OF THE SOVERAIGN REPRESENTATIVE
Thomas Hobbes,Leviathan,3207,0,134,31. OF THE KINGDOM OF GOD BY NATURE
Thomas Hobbes,Leviathan,3207,0,135,THE THIRD PART
Thomas Hobbes,Leviathan,3207,0,136,OF A CHRISTIAN COMMON-WEALTH
Thomas Hobbes,Leviathan,3207,0,137,32. OF THE PRINCIPLES OF CHRISTIAN POLITIQUES
Thomas Hobbes,Leviathan,3207,0,138,"33. OF THE NUMBER, ANTIQUITY, SCOPE, AUTHORITY, AND INTERPRETERS OF THE"
Thomas Hobbes,Leviathan,3207,0,139,BOOKS OF HOLY SCRIPTURE.
Thomas Hobbes,Leviathan,3207,0,140,"34. OF THE SIGNIFICATION, OF SPIRIT, ANGELL, AND INSPIRATION IN THE"
Thomas Hobbes,Leviathan,3207,0,141,BOOKS OF HOLY SCRIPTURE
Thomas Hobbes,Leviathan,3207,0,142,"35. OF THE SIGNIFICATION IN SCRIPTURE OF THE KINGDOME OF GOD, OF HOLY,"
Thomas Hobbes,Leviathan,3207,0,143,"SACRED, AND SACRAMENT"
Thomas Hobbes,Leviathan,3207,0,144,"36. OF THE WORD OF GOD, AND OF PROPHETS"
Thomas Hobbes,Leviathan,3207,0,145,"37. OF MIRACLES, AND THEIR USE"
Thomas Hobbes,Leviathan,3207,0,146,"38. OF THE SIGNIFICATION IN SCRIPTURE OF ETERNALL LIFE, HEL, SALVATION,"
Thomas Hobbes,Leviathan,3207,0,147,"THE WORLD TO COME, AND REDEMPTION"
Thomas Hobbes,Leviathan,3207,0,148,39. OF THE SIGNIFICATION IN SCRIPTURE OF THE WORD CHURCH
Thomas Hobbes,Leviathan,3207,0,149,"40. OF THE RIGHTS OF THE KINGDOME OF GOD, IN ABRAHAM, MOSES, THE HIGH"
Thomas Hobbes,Leviathan,3207,0,150,"PRIESTS, AND THE KINGS OF JUDAH"
Thomas Hobbes,Leviathan,3207,0,151,41. OF THE OFFICE OF OUR BLESSED SAVIOUR
Thomas Hobbes,Leviathan,3207,0,152,42. OF POWER ECCLESIASTICALL
Thomas Hobbes,Leviathan,3207,0,153,43. OF WHAT IS NECESSARY FOR MANS RECEPTION INTO THE KINGDOME OF HEAVEN
Thomas Hobbes,Leviathan,3207,0,154,THE FOURTH PART
Thomas Hobbes,Leviathan,3207,0,155,OF THE KINGDOME OF DARKNESSE
Thomas Hobbes,Leviathan,3207,0,156,44. OF SPIRITUALL DARKNESSE FROM MISINTERPRETATION OF SCRIPTURE
Thomas Hobbes,Leviathan,3207,0,157,"45. OF DAEMONOLOGY, AND OTHER RELIQUES OF THE RELIGION OF THE GENTILES"
Thomas Hobbes,Leviathan,3207,0,158,"46. OF DARKNESSE FROM VAINE PHILOSOPHY, AND FABULOUS TRADITIONS"
Thomas Hobbes,Leviathan,3207,0,159,47. OF THE BENEFIT PROCEEDING FROM SUCH DARKNESSE; AND TO WHOM IT
Thomas Hobbes,Leviathan,3207,0,160,ACCREWETH
Thomas Hobbes,Leviathan,3207,0,161,48. A REVIEW AND CONCLUSION
Thomas Hobbes,Leviathan,3207,0,162,THE INTRODUCTION
Thomas Hobbes,Leviathan,3207,0,163,Nature (the art whereby God hath made and governes the world) is by the
Thomas Hobbes,Leviathan,3207,0,164,"art of man, as in many other things, so in this also imitated, that it"
Thomas Hobbes,Leviathan,3207,0,165,"can make an Artificial Animal. For seeing life is but a motion of Limbs,"
Thomas Hobbes,Leviathan,3207,0,166,the begining whereof is in some principall part within; why may we not
Thomas Hobbes,Leviathan,3207,0,167,"say, that all Automata (Engines that move themselves by springs and"
Thomas Hobbes,Leviathan,3207,0,168,wheeles as doth a watch) have an artificiall life? For what is the
Thomas Hobbes,Leviathan,3207,0,169,"Heart, but a Spring; and the Nerves, but so many Strings; and the"
Thomas Hobbes,Leviathan,3207,0,170,"Joynts, but so many Wheeles, giving motion to the whole Body, such as"
Thomas Hobbes,Leviathan,3207,0,171,"was intended by the Artificer? Art goes yet further, imitating that"
Thomas Hobbes,Leviathan,3207,0,172,"Rationall and most excellent worke of Nature, Man. For by Art is created"
Thomas Hobbes,Leviathan,3207,0,173,"that great LEVIATHAN called a COMMON-WEALTH, or STATE, (in latine"
Thomas Hobbes,Leviathan,3207,0,174,CIVITAS) which is but an Artificiall Man; though of greater stature
Thomas Hobbes,Leviathan,3207,0,175,"and strength than the Naturall, for whose protection and defence it"
Thomas Hobbes,Leviathan,3207,0,176,"was intended; and in which, the Soveraignty is an Artificiall Soul, as"
Thomas Hobbes,Leviathan,3207,0,177,"giving life and motion to the whole body; The Magistrates, and other"
Thomas Hobbes,Leviathan,3207,0,178,"Officers of Judicature and Execution, artificiall Joynts; Reward and"
Thomas Hobbes,Leviathan,3207,0,179,"Punishment (by which fastned to the seat of the Soveraignty, every joynt"
Thomas Hobbes,Leviathan,3207,0,180,"and member is moved to performe his duty) are the Nerves, that do the"
Thomas Hobbes,Leviathan,3207,0,181,same in the Body Naturall; The Wealth and Riches of all the particular
Thomas Hobbes,Leviathan,3207,0,182,"members, are the Strength; Salus Populi (the Peoples Safety) its"
Thomas Hobbes,Leviathan,3207,0,183,"Businesse; Counsellors, by whom all things needfull for it to know,"
Thomas Hobbes,Leviathan,3207,0,184,"are suggested unto it, are the Memory; Equity and Lawes, an artificiall"
Thomas Hobbes,Leviathan,3207,0,185,"Reason and Will; Concord, Health; Sedition, Sicknesse; and Civill War,"
Thomas Hobbes,Leviathan,3207,0,186,"Death. Lastly, the Pacts and Covenants, by which the parts of this Body"
Thomas Hobbes,Leviathan,3207,0,187,"Politique were at first made, set together, and united, resemble that"
Thomas Hobbes,Leviathan,3207,0,188,"Fiat, or the Let Us Make Man, pronounced by God in the Creation."
Thomas Hobbes,Leviathan,3207,0,189,"To describe the Nature of this Artificiall man, I will consider"
Thomas Hobbes,Leviathan,3207,0,190,"First the Matter thereof, and the Artificer; both which is Man."
Thomas Hobbes,Leviathan,3207,0,191,"Secondly, How, and by what Covenants it is made; what are the Rights and"
Thomas Hobbes,Leviathan,3207,0,192,just Power or Authority of a Soveraigne; and what it is that Preserveth
Thomas Hobbes,Leviathan,3207,0,193,and Dissolveth it.
Thomas Hobbes,Leviathan,3207,0,194,"Thirdly, what is a Christian Common-Wealth."
Thomas Hobbes,Leviathan,3207,0,195,"Lastly, what is the Kingdome of Darkness."
Thomas Hobbes,Leviathan,3207,0,196,"Concerning the first, there is a saying much usurped of late, That"
Thomas Hobbes,Leviathan,3207,0,197,"Wisedome is acquired, not by reading of Books, but of Men. Consequently"
Thomas Hobbes,Leviathan,3207,0,198,"whereunto, those persons, that for the most part can give no other proof"
Thomas Hobbes,Leviathan,3207,0,199,"of being wise, take great delight to shew what they think they have read"
Thomas Hobbes,Leviathan,3207,0,200,"in men, by uncharitable censures of one another behind their backs."
Thomas Hobbes,Leviathan,3207,0,201,"But there is another saying not of late understood, by which they might"
Thomas Hobbes,Leviathan,3207,0,202,"learn truly to read one another, if they would take the pains; and that"
Thomas Hobbes,Leviathan,3207,0,203,"is, Nosce Teipsum, Read Thy Self: which was not meant, as it is now"
Thomas Hobbes,Leviathan,3207,0,204,"used, to countenance, either the barbarous state of men in power,"
Thomas Hobbes,Leviathan,3207,0,205,"towards their inferiors; or to encourage men of low degree, to a"
Thomas Hobbes,Leviathan,3207,0,206,"sawcie behaviour towards their betters; But to teach us, that for the"
Thomas Hobbes,Leviathan,3207,0,207,"similitude of the thoughts, and Passions of one man, to the thoughts,"
Thomas Hobbes,Leviathan,3207,0,208,"and Passions of another, whosoever looketh into himselfe, and"
Thomas Hobbes,Leviathan,3207,0,209,"considereth what he doth, when he does Think, Opine, Reason, Hope,"
Thomas Hobbes,Leviathan,3207,0,210,"Feare, &c, and upon what grounds; he shall thereby read and know,"
Thomas Hobbes,Leviathan,3207,0,211,"what are the thoughts, and Passions of all other men, upon the like"
Thomas Hobbes,Leviathan,3207,0,212,"occasions. I say the similitude of Passions, which are the same in all"
Thomas Hobbes,Leviathan,3207,0,213,"men, Desire, Feare, Hope, &c; not the similitude or The Objects of the"
Thomas Hobbes,Leviathan,3207,0,214,"Passions, which are the things Desired, Feared, Hoped, &c: for these the"
Thomas Hobbes,Leviathan,3207,0,215,"constitution individuall, and particular education do so vary, and they"
Thomas Hobbes,Leviathan,3207,0,216,"are so easie to be kept from our knowledge, that the characters of mans"
Thomas Hobbes,Leviathan,3207,0,217,"heart, blotted and confounded as they are, with dissembling, lying,"
Thomas Hobbes,Leviathan,3207,0,218,"counterfeiting, and erroneous doctrines, are legible onely to him that"
Thomas Hobbes,Leviathan,3207,0,219,searcheth hearts. And though by mens actions wee do discover their
Thomas Hobbes,Leviathan,3207,0,220,"designee sometimes; yet to do it without comparing them with our own,"
Thomas Hobbes,Leviathan,3207,0,221,"and distinguishing all circumstances, by which the case may come to"
Thomas Hobbes,Leviathan,3207,0,222,"be altered, is to decypher without a key, and be for the most part"
Thomas Hobbes,Leviathan,3207,0,223,"deceived, by too much trust, or by too much diffidence; as he that"
Thomas Hobbes,Leviathan,3207,0,224,"reads, is himselfe a good or evill man."
Thomas Hobbes,Leviathan,3207,0,225,"But let one man read another by his actions never so perfectly, it"
Thomas Hobbes,Leviathan,3207,0,226,"serves him onely with his acquaintance, which are but few. He that is"
Thomas Hobbes,Leviathan,3207,0,227,"to govern a whole Nation, must read in himselfe, not this, or that"
Thomas Hobbes,Leviathan,3207,0,228,"particular man; but Man-kind; which though it be hard to do, harder than"
Thomas Hobbes,Leviathan,3207,0,229,"to learn any Language, or Science; yet, when I shall have set down my"
Thomas Hobbes,Leviathan,3207,0,230,"own reading orderly, and perspicuously, the pains left another, will be"
Thomas Hobbes,Leviathan,3207,0,231,"onely to consider, if he also find not the same in himselfe. For this"
Thomas Hobbes,Leviathan,3207,0,232,"kind of Doctrine, admitteth no other Demonstration."
Thomas Hobbes,Leviathan,3207,0,233,PART 1 OF MAN
Thomas Hobbes,Leviathan,3207,1,234,CHAPTER I. OF SENSE
Thomas Hobbes,Leviathan,3207,1,235,"Concerning the Thoughts of man, I will consider them first Singly, and"
Thomas Hobbes,Leviathan,3207,1,236,"afterwards in Trayne, or dependance upon one another. Singly, they"
Thomas Hobbes,Leviathan,3207,1,237,"are every one a Representation or Apparence, of some quality, or other"
Thomas Hobbes,Leviathan,3207,1,238,Accident of a body without us; which is commonly called an Object. Which
Thomas Hobbes,Leviathan,3207,1,239,"Object worketh on the Eyes, Eares, and other parts of mans body; and by"
Thomas Hobbes,Leviathan,3207,1,240,"diversity of working, produceth diversity of Apparences."
Thomas Hobbes,Leviathan,3207,1,241,"The Originall of them all, is that which we call Sense; (For there is"
Thomas Hobbes,Leviathan,3207,1,242,"no conception in a mans mind, which hath not at first, totally, or by"
Thomas Hobbes,Leviathan,3207,1,243,"parts, been begotten upon the organs of Sense.) The rest are derived"
Thomas Hobbes,Leviathan,3207,1,244,from that originall.
Thomas Hobbes,Leviathan,3207,1,245,"To know the naturall cause of Sense, is not very necessary to the"
Thomas Hobbes,Leviathan,3207,1,246,business now in hand; and I have els-where written of the same at large.
Thomas Hobbes,Leviathan,3207,1,247,"Nevertheless, to fill each part of my present method, I will briefly"
Thomas Hobbes,Leviathan,3207,1,248,deliver the same in this place.
Thomas Hobbes,Leviathan,3207,1,249,"The cause of Sense, is the Externall Body, or Object, which presseth the"
Thomas Hobbes,Leviathan,3207,1,250,"organ proper to each Sense, either immediatly, as in the Tast and Touch;"
Thomas Hobbes,Leviathan,3207,1,251,"or mediately, as in Seeing, Hearing, and Smelling: which pressure, by"
Thomas Hobbes,Leviathan,3207,1,252,"the mediation of Nerves, and other strings, and membranes of the body,"
Thomas Hobbes,Leviathan,3207,1,253,"continued inwards to the Brain, and Heart, causeth there a resistance,"
Thomas Hobbes,Leviathan,3207,1,254,"or counter-pressure, or endeavour of the heart, to deliver it self:"
Thomas Hobbes,Leviathan,3207,1,255,"which endeavour because Outward, seemeth to be some matter without. And"
Thomas Hobbes,Leviathan,3207,1,256,"this Seeming, or Fancy, is that which men call sense; and consisteth, as"
Thomas Hobbes,Leviathan,3207,1,257,"to the Eye, in a Light, or Colour Figured; To the Eare, in a Sound; To"
Thomas Hobbes,Leviathan,3207,1,258,"the Nostrill, in an Odour; To the Tongue and Palat, in a Savour; and"
Thomas Hobbes,Leviathan,3207,1,259,"to the rest of the body, in Heat, Cold, Hardnesse, Softnesse, and such"
Thomas Hobbes,Leviathan,3207,1,260,"other qualities, as we discern by Feeling. All which qualities called"
Thomas Hobbes,Leviathan,3207,1,261,"Sensible, are in the object that causeth them, but so many several"
Thomas Hobbes,Leviathan,3207,1,262,"motions of the matter, by which it presseth our organs diversly. Neither"
Thomas Hobbes,Leviathan,3207,1,263,"in us that are pressed, are they anything els, but divers motions; (for"
Thomas Hobbes,Leviathan,3207,1,264,"motion, produceth nothing but motion.) But their apparence to us is"
Thomas Hobbes,Leviathan,3207,1,265,"Fancy, the same waking, that dreaming. And as pressing, rubbing,"
Thomas Hobbes,Leviathan,3207,1,266,"or striking the Eye, makes us fancy a light; and pressing the Eare,"
Thomas Hobbes,Leviathan,3207,1,267,"produceth a dinne; so do the bodies also we see, or hear, produce the"
Thomas Hobbes,Leviathan,3207,1,268,"same by their strong, though unobserved action, For if those Colours,"
Thomas Hobbes,Leviathan,3207,1,269,"and Sounds, were in the Bodies, or Objects that cause them, they could"
Thomas Hobbes,Leviathan,3207,1,270,"not bee severed from them, as by glasses, and in Ecchoes by reflection,"
Thomas Hobbes,Leviathan,3207,1,271,"wee see they are; where we know the thing we see, is in one place; the"
Thomas Hobbes,Leviathan,3207,1,272,"apparence, in another. And though at some certain distance, the reall,"
Thomas Hobbes,Leviathan,3207,1,273,and very object seem invested with the fancy it begets in us; Yet still
Thomas Hobbes,Leviathan,3207,1,274,"the object is one thing, the image or fancy is another. So that Sense in"
Thomas Hobbes,Leviathan,3207,1,275,"all cases, is nothing els but originall fancy, caused (as I have said)"
Thomas Hobbes,Leviathan,3207,1,276,"by the pressure, that is, by the motion, of externall things upon our"
Thomas Hobbes,Leviathan,3207,1,277,"Eyes, Eares, and other organs thereunto ordained."
Thomas Hobbes,Leviathan,3207,1,278,"But the Philosophy-schooles, through all the Universities of"
Thomas Hobbes,Leviathan,3207,1,279,"Christendome, grounded upon certain Texts of Aristotle, teach another"
Thomas Hobbes,Leviathan,3207,1,280,"doctrine; and say, For the cause of Vision, that the thing seen, sendeth"
Thomas Hobbes,Leviathan,3207,1,281,"forth on every side a Visible Species(in English) a Visible Shew,"
Thomas Hobbes,Leviathan,3207,1,282,"Apparition, or Aspect, or a Being Seen; the receiving whereof into the"
Thomas Hobbes,Leviathan,3207,1,283,"Eye, is Seeing. And for the cause of Hearing, that the thing heard,"
Thomas Hobbes,Leviathan,3207,1,284,"sendeth forth an Audible Species, that is, an Audible Aspect, or Audible"
Thomas Hobbes,Leviathan,3207,1,285,"Being Seen; which entring at the Eare, maketh Hearing. Nay for the"
Thomas Hobbes,Leviathan,3207,1,286,"cause of Understanding also, they say the thing Understood sendeth forth"
Thomas Hobbes,Leviathan,3207,1,287,"Intelligible Species, that is, an Intelligible Being Seen; which"
Thomas Hobbes,Leviathan,3207,1,288,"comming into the Understanding, makes us Understand. I say not this,"
Thomas Hobbes,Leviathan,3207,1,289,as disapproving the use of Universities: but because I am to speak
Thomas Hobbes,Leviathan,3207,1,290,"hereafter of their office in a Common-wealth, I must let you see on"
Thomas Hobbes,Leviathan,3207,1,291,"all occasions by the way, what things would be amended in them; amongst"
Thomas Hobbes,Leviathan,3207,1,292,which the frequency of insignificant Speech is one.
