author,book,gutenberg_id,chapter,line,text
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,27,IMPROVEMENT THAT A REVOLUTION IN FEMALE MANNERS MAY NATURALLY BE
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,28,EXPECTED TO PRODUCE.
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,29,"8 April, 2001"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,30,A BRIEF SKETCH OF THE LIFE OF MARY WOLLSTONECRAFT.
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,31,M. Wollstonecraft was born in 1759.  Her father was so great a
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,32,"wanderer, that the place of her birth is uncertain; she supposed,"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,33,"however, it was London, or Epping Forest:  at the latter place she"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,34,spent the first five years of her life.  In early youth she
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,35,"exhibited traces of exquisite sensibility, soundness of"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,36,"understanding, and decision of character; but her father being a"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,37,"despot in his family, and her mother one of his subjects, Mary,"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,38,derived little benefit from their parental training.  She received
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,39,no literary instructions but such as were to be had in ordinary day
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,40,schools.  Before her sixteenth year she became acquainted with Mr.
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,41,"Clare a clergyman, and Miss Frances Blood; the latter, two years"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,42,older than herself; who possessing good taste and some knowledge of
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,43,"the fine arts, seems to have given the first impulse to the"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,44,"formation of her character.  At the age of nineteen, she left her"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,45,"parents, and resided with a Mrs. Dawson for two years; when she"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,46,"returned to the parental roof to give attention to her mother,"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,47,whose ill health made her presence necessary.  On the death of her
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,48,"mother, Mary bade a final adieu to her father's house, and became"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,49,"the inmate of F. Blood; thus situated, their intimacy increased,"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,50,and a strong attachment was reciprocated.  In 1783 she commenced a
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,51,"day school at Newington green, in conjunction with her friend, F."
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,52,"Blood.  At this place she became acquainted with Dr. Price, to whom"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,53,she became strongly attached; the regard was mutual.
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,54,"It is said that she became a teacher from motives of benevolence,"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,55,"or rather philanthropy, and during the time she continued in the"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,56,"profession, she gave proof of superior qualification for the"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,57,performance of its arduous and important duties.  Her friend and
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,58,"coadjutor married and removed to Lisbon, in Portugal, where she"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,59,died of a pulmonary disease; the symptoms of which were visible
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,60,"before her marriage.  So true was Mary's attachment to her, that"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,61,"she entrusted her school to the care of others, for the purpose of"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,62,"attending Frances in her closing scene.  She aided, as did Dr."
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,63,"Young, in ""Stealing Narcissa a grave.""  Her mind was expanded by"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,64,"this residence in a foreign country, and though clear of religious"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,65,"bigotry before, she took some instructive lessons on the evils of"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,66,"superstition, and intolerance."
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,67,"On her return she found the school had suffered by her absence, and"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,68,"having previously decided to apply herself to literature, she now"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,69,"resolved to commence.  In 1787 she made, or received, proposals"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,70,"from Johnson, a publisher in London, who was already acquainted"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,71,"with her talents as an author.  During the three subsequent years,"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,72,"she was actively engaged, more in translating, condensing, and"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,73,"compiling, than in the production of original works.  At this time"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,74,"she laboured under much depression of spirits, for the loss of her"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,75,"friend; this rather increased, perhaps, by the publication of"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,76,"""Mary, a novel,"" which was mostly composed of incidents and"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,77,reflections connected with their intimacy.
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,78,"The pecuniary concerns of her father becoming embarrassed, Mary"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,79,"practised a rigid economy in her expenditures, and with her savings"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,80,"was enabled to procure her sisters and brothers situations, to"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,81,"which without her aid, they could not have had access; her father"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,82,was sustained at length from her funds; she even found means to
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,83,take under her protection an orphan child.
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,84,She had acquired a facility in the arrangement and expression of
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,85,"thoughts, in her avocation of translator, and compiler, which was"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,86,no doubt of great use to her afterward.  It was not long until she
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,87,had occasion for them.  The eminent Burke produced his celebrated
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,88,"""Reflections on the Revolution in France.""  Mary full of sentiments"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,89,"of liberty, and indignant at what she thought subversive of it,"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,90,seized her pen and produced the first attack upon that famous work.
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,91,"It succeeded well, for though intemperate and contemptuous, it was"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,92,vehemently and impetuously eloquent; and though Burke was beloved
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,93,"by the enlightened friends of freedom, they were dissatisfied and"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,94,disgusted with what they deemed an outrage upon it.
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,95,"It is said that Mary, had not wanted confidence in her own powers"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,96,"before, but the reception this work met from the public, gave her"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,97,"an opportunity of judging what those powers were, in the estimation"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,98,"of others.  It was shortly after this, that she commenced the work"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,99,to which these remarks are prefixed.  What are its merits will be
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,100,decided in the judgment of each reader; suffice it to say she
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,101,"appears to have stept forth boldly, and singly, in defence of that"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,102,"half of the human race, which by the usages of all society, whether"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,103,"savage or civilized, have been kept from attaining their proper"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,104,dignity--their equal rank as rational beings.  It would appear that
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,105,the disguise used in placing on woman the silken fetters which
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,106,"bribed her into endurance, and even love of slavery, but increased"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,107,the opposition of our authoress:  she would have had more patience
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,108,"with rude, brute coercion, than with that imposing gallantry,"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,109,"which, while it affects to consider woman as the pride, and"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,110,"ornament of creation, degrades her to a toy--an appendage--a"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,111,"cypher.  The work was much reprehended, and as might well be"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,112,"expected, found its greatest enemies in the pretty soft"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,113,creatures--the spoiled children of her own sex.  She accomplished
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,114,it in six weeks.
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,115,"In 1792 she removed to Paris, where she became acquainted with"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,116,"Gilbert Imlay, of the United States.  And from this acquaintance"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,117,"grew an attachment, which brought the parties together, without"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,118,"legal formalities, to which she objected on account of some family"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,119,"embarrassments, in which he would thereby become involved.  The"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,120,"engagement was however considered by her of the most sacred nature,"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,121,"and they formed the plan of emigrating to America, where they"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,122,should be enabled to accomplish it.  These were the days of
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,123,"Robespierrean cruelty, and Imlay left Paris for Havre, whither"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,124,"after a time Mary followed him.  They continued to reside there,"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,125,"until he left Havre for London, under pretence of business, and"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,126,"with a promise of rejoining her soon at Paris, which however he did"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,127,"not, but in 1795 sent for her to London.  In the mean time she had"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,128,"become the mother of a female child, whom she called Frances in"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,129,commemoration of her early friendship.
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,130,"Before she went to England, she had some gloomy forebodings that"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,131,"the affections of Imlay, had waned, if they were not estranged from"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,132,"her; on her arrival, those forebodings were sorrowfully confirmed."
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,133,His attentions were too formal and constrained to pass unobserved
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,134,"by her penetration, and though he ascribed his manner, and his"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,135,"absence, to business duties, she saw his affection for her was only"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,136,"something to be remembered.  To use her own expression, ""Love, dear"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,137,delusion!  Rigorous reason has forced me to resign; and now my
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,138,"rational prospects are blasted, just as I have learned to be"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,139,"contented with rational enjoyments.""  To pretend to depict her"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,140,misery at this time would be futile; the best idea can be formed of
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,141,"it from the fact that she had planned her own destruction, from"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,142,which Imlay prevented her.  She conceived the idea of suicide a
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,143,"second time, and threw herself into the Thames; she remained in the"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,144,"water, until consciousness forsook her, but she was taken up and"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,145,resuscitated.  After divers attempts to revive the affections of
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,146,"Imlay, with sundry explanations and professions on his part,"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,147,"through the lapse of two years, she resolved finally to forgo all"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,148,"hope of reclaiming him, and endeavour to think of him no more in"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,149,connexion with her future prospects.  In this she succeeded so
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,150,"well, that she afterwards had a private interview with him, which"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,151,did not produce any painful emotions.
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,152,In 1796 she revived or improved an acquaintance which commenced
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,153,"years before with Wm. Godwin, author of ""Political Justice,"" and"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,154,other works of great notoriety.  Though they had not been
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,155,"favourably impressed with each other on their former acquaintance,"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,156,they now met under circumstances which permitted a mutual and just
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,157,appreciation of character.  Their intimacy increased by regular and
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,158,almost imperceptible degrees.  The partiality they conceived for
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,159,"each other was, according to her biographer, ""In the most refined"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,160,style of love.  It grew with equal advances in the mind of each.
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,161,It would have been impossible for the most minute observer to have
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,162,"said who was before, or who after.  One sex did not take the"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,163,"priority which long established custom has awarded it, nor the"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,164,other overstep that delicacy which is so severely imposed.  Neither
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,165,"party could assume to have been the agent or the patient, the"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,166,toil-spreader or the prey in the affair.  When in the course of
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,167,"things the disclosure came, there was nothing in a manner for"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,168,"either to disclose to the other."""
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,169,"Mary lived but a few months after her marriage, and died in"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,170,child-bed; having given birth to a daughter who is now known to the
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,171,"literary world as Mrs. Shelly, the widow of Percy Bysche Shelly."
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,172,"We can scarcely avoid regret that one of such splendid talents, and"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,173,"high toned feelings, should, after the former seemed to have been"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,174,"fully developed, and the latter had found an object in whom they"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,175,"might repose, after their eccentric and painful efforts to find a"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,176,"resting place--that such an one should at such a time, be cut off"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,177,from life is something which we cannot contemplate without feeling
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,178,regret; we can scarcely repress the murmur that she had not been
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,179,"removed ere clouds darkened her horizon, or that she had remained"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,180,to witness the brightness and serenity which might have succeeded.
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,181,But thus it is; we may trace the cause to anti-social arrangements;
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,182,"it is not individuals but society which must change it, and that"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,183,"not by enactments, but by a change in public opinion."
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,184,"The authoress of the ""Rights of Woman,"" was born April 1759, died"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,185,September 1797.
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,186,"That there may be no doubt regarding the facts in this sketch, they"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,187,are taken from a memoir written by her afflicted husband.  In
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,188,"addition to many kind things he has said of her, (he was not"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,189,"blinded to imperfections in her character) is, that she was ""Lovely"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,190,"in her person, and in the best and most engaging sense feminine in"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,191,"her manners."""
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,192,TO
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,193,"M. TALLEYRAND PERIGORD,"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,194,LATE BISHOP OF AUTUN.
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,195,Sir:--
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,196,"Having read with great pleasure a pamphlet, which you have lately"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,197,"published, on National Education, I dedicate this volume to you,"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,198,"the first dedication that I have ever written, to induce you to"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,199,"read it with attention; and, because I think that you will"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,200,"understand me, which I do not suppose many pert witlings will, who"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,201,"may ridicule the arguments they are unable to answer.  But, sir, I"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,202,"carry my respect for your understanding still farther:  so far,"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,203,"that I am confident you will not throw my work aside, and hastily"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,204,conclude that I am in the wrong because you did not view the
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,205,"subject in the same light yourself.  And pardon my frankness, but I"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,206,"must observe, that you treated it in too cursory a manner,"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,207,"contented to consider it as it had been considered formerly, when"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,208,"the rights of man, not to advert to woman, were trampled on as"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,209,"chimerical.  I call upon you, therefore, now to weigh what I have"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,210,"advanced respecting the rights of woman, and national education;"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,211,"and I call with the firm tone of humanity.  For my arguments, sir,"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,212,"are dictated by a disinterested spirit:  I plead for my sex, not"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,213,for myself.  Independence I have long considered as the grand
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,214,"blessing of life, the basis of every virtue; and independence I"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,215,"will ever secure by contracting my wants, though I were to live on"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,216,a barren heath.
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,217,"It is, then, an affection for the whole human race that makes my"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,218,pen dart rapidly along to support what I believe to be the cause of
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,219,virtue:  and the same motive leads me earnestly to wish to see
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,220,"woman placed in a station in which she would advance, instead of"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,221,"retarding, the progress of those glorious principles that give a"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,222,"substance to morality.  My opinion, indeed, respecting the rights"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,223,"and duties of woman, seems to flow so naturally from these simple"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,224,"principles, that I think it scarcely possible, but that some of the"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,225,"enlarged minds who formed your admirable constitution, will"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,226,coincide with me.
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,227,"In France, there is undoubtedly a more general diffusion of"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,228,"knowledge than in any part of the European world, and I attribute"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,229,"it, in a great measure, to the social intercourse which has long"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,230,"subsisted between the sexes.  It is true, I utter my sentiments"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,231,"with freedom, that in France the very essence of sensuality has"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,232,"been extracted to regale the voluptuary, and a kind of sentimental"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,233,"lust has prevailed, which, together with the system of duplicity"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,234,that the whole tenor of their political and civil government
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,235,"taught, have given a sinister sort of sagacity to the French"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,236,"character, properly termed finesse; and a polish of manners that"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,237,"injures the substance, by hunting sincerity out of society.  And,"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,238,"modesty, the fairest garb of virtue has been more grossly insulted"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,239,"in France than even in England, till their women have treated as"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,240,PRUDISH that attention to decency which brutes instinctively
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,241,observe.
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,242,"Manners and morals are so nearly allied, that they have often been"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,243,"confounded; but, though the former should only be the natural"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,244,"reflection of the latter, yet, when various causes have produced"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,245,"factitious and corrupt manners, which are very early caught,"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,246,"morality becomes an empty name.  The personal reserve, and sacred"
Mary Wollstonecraft,A Vindication of the Rights of Woman,3420,0,247,"respect for cleanliness and delicacy in domestic life, which French"
